2020-3-18:一共275套
华泾,568,单价64568元/平米, 87.97平米 , 低楼层(共15层) , 2011年建 所在页数3
华东理工,568,单价50288元/平米, 112.95平米 , 高楼层(共6层) , 2000年建 所在页数4
康健,570,单价64773元/平米, 88平米 , 中楼层(共24层) , 1996年建 所在页数6
华泾,570,单价56297元/平米, 101.25平米 , 低楼层(共26层) , 2011年建 所在页数1
植物园,570,单价63581元/平米, 89.65平米 , 中楼层(共15层) , 2010年建 所在页数8
康健,570,单价64773元/平米, 88平米 , 低楼层(共24层) , 1996年建 所在页数1
植物园,570,单价63709元/平米, 89.47平米 , 中楼层(共32层) , 2011年建 所在页数9
华泾,570,单价65843元/平米, 86.57平米 , 高楼层(共7层) , 2011年建 所在页数5
田林,570,单价62583元/平米, 91.08平米 , 高楼层(共22层) , 1996年建 所在页数6
华泾,570,单价55993元/平米, 101.8平米 , 低楼层(共26层) , 2011年建 所在页数2
斜土路,570,单价67616元/平米, 84.3平米 , 高楼层(共5层) , 1957年建 所在页数5
华泾,570,单价50194元/平米, 113.56平米 , 中楼层(共6层) , 2004年建 所在页数8
华东理工,570,单价64045元/平米, 89平米 , 高楼层(共6层) , 2002年建 所在页数2
长桥,570,单价69700元/平米, 81.78平米 , 15层 , 2008年建 所在页数1
康健,570,单价46868元/平米, 121.62平米 , 28层 , 1995年建 所在页数6
华泾,570,单价50194元/平米, 113.56平米 , 高楼层(共6层) , 2004年建 所在页数9
龙华,570,单价67793元/平米, 84.08平米 , 低楼层(共6层) , 1997年建 所在页数3
徐家汇,570,单价67360元/平米, 84.62平米 , 高楼层(共6层) , 1999年建 所在页数2
华东理工,575,单价63069元/平米, 91.17平米 , 低楼层(共6层) , 2002年建 所在页数3
华东理工,575,单价60603元/平米, 94.88平米 , 低楼层(共24层) , 2008年建 所在页数9
华泾,576,单价48404元/平米, 119平米 , 高楼层(共6层) , 2004年建 所在页数5
康健,578,单价69463元/平米, 83.21平米 , 低楼层(共7层) , 1997年建 所在页数7
康健,580,单价70896元/平米, 81.81平米 , 高楼层(共30层) , 2005年建 所在页数5
华东理工,580,单价60899元/平米, 95.24平米 , 低楼层(共13层) , 2002年建 所在页数2
康健,580,单价65910元/平米, 88平米 , 低楼层(共24层) , 1996年建 所在页数3
徐汇滨江,580,单价55123元/平米, 105.22平米 , 高楼层(共10层) , 1999年建 所在页数6
上海南站,580,单价57495元/平米, 100.88平米 , 低楼层(共5层) , 1995年建 所在页数5
上海南站,580,单价56498元/平米, 102.66平米 , 低楼层(共8层) , 1996年建 所在页数5
斜土路,580,单价61703元/平米, 94平米 , 高楼层(共6层) , 1965年建 所在页数2
万体馆,580,单价69188元/平米, 83.83平米 , 低楼层(共17层) , 1997年建 所在页数6
华东理工,580,单价63479元/平米, 91.37平米 , 高楼层(共6层) , 2002年建 所在页数5
华东理工,580,单价45745元/平米, 126.79平米 , 低楼层(共25层) , 1996年建 所在页数7
华东理工,580,单价61130元/平米, 94.88平米 , 中楼层(共24层) , 2008年建 所在页数3
万体馆,580,单价64445元/平米, 90平米 , 高楼层(共6层) , 1994年建 所在页数4
华东理工,580,单价47174元/平米, 122.95平米 , 低楼层(共27层) , 1997年建 所在页数7
华东理工,580,单价51387元/平米, 112.87平米 , 低楼层(共25层) , 1996年建 所在页数8
漕河泾,580,单价65567元/平米, 88.46平米 , 高楼层(共6层) , 1998年建 所在页数2
华东理工,583,单价61694元/平米, 94.5平米 , 中楼层(共24层) , 2008年建 所在页数4
康健,585,单价60019元/平米, 97.47平米 , 高楼层(共24层) , 1992年建 所在页数1
斜土路,585,单价59970元/平米, 97.55平米 , 高楼层(共6层) , 1997年建 所在页数3
龙华,585,单价55309元/平米, 105.77平米 , 高楼层(共6层) , 1995年建 所在页数4
华泾,585,单价46093元/平米, 126.92平米 , 高楼层(共29层) , 2013年建 所在页数8
植物园,585,单价46625元/平米, 125.47平米 , 高楼层(共24层) , 1999年建 所在页数9
华东理工,585,单价65946元/平米, 88.71平米 , 高楼层(共6层) , 2002年建 所在页数5
龙华,588,单价68230元/平米, 86.18平米 , 高楼层(共6层) , 1996年建 所在页数4
万体馆,588,单价71568元/平米, 82.16平米 , 中楼层(共22层) , 1997年建 所在页数6
植物园,590,单价66442元/平米, 88.8平米 , 高楼层(共35层) , 2011年建 所在页数1
植物园,590,单价65709元/平米, 89.79平米 , 低楼层(共35层) , 2011年建 所在页数9
华泾,590,单价65345元/平米, 90.29平米 , 低楼层(共15层) , 2011年建 所在页数4
龙华,590,单价73265元/平米, 80.53平米 , 高楼层(共6层) , 1981年建 所在页数6
龙华,595,单价71800元/平米, 82.87平米 , 中楼层(共6层) , 1997年建 所在页数4
田林,595,单价70590元/平米, 84.29平米 , 高楼层(共20层) , 1999年建 所在页数2
植物园,596,单价72121元/平米, 82.64平米 , 高楼层(共6层) , 1989年建 所在页数1
康健,598,单价64157元/平米, 93.21平米 , 高楼层(共6层) , 1999年建 所在页数7
龙华,598,单价67449元/平米, 88.66平米 , 高楼层(共6层) , 1996年建 所在页数1
徐家汇,598,单价72057元/平米, 82.99平米 , 高楼层(共5层) , 1965年建 所在页数1
徐汇滨江,599,单价56457元/平米, 106.1平米 , 高楼层(共7层) , 1997年建 所在页数4
徐家汇,599,单价72501元/平米, 82.62平米 , 高楼层(共5层) , 1988年建 所在页数6
植物园,599,单价72431元/平米, 82.7平米 , 高楼层(共6层) , 1989年建 所在页数7
华东理工,599,单价65644元/平米, 91.25平米 , 6层 , 2002年建 所在页数1
长桥,599,单价65230元/平米, 91.83平米 , 7层 , 2005年建 所在页数6
